area_type,availability,location,society,total_sqft,bath,balcony,price,bhk
Super built-up  Area,Ready To Move,7th Phase JP Nagar,BriumMi,1275.0,2.0,1.0,87.0,2
Built-up  Area,Ready To Move,7th Phase JP Nagar,Kaiew L,1460.0,3.0,1.0,70.0,3
Super built-up  Area,Ready To Move,Vignana Nagar,Alows M,1110.0,2.0,2.0,58.0,2
Super built-up  Area,Ready To Move,Hennur Road,SaireSa,1832.0,3.0,1.0,125.0,3
Super built-up  Area,18-Apr,Hebbal,Arcia S,1088.0,2.0,2.0,61.45,2
Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1564.0,3.0,1.0,104.0,3
Super built-up  Area,18-Jan,Kadugodi,Prclee ,1030.0,2.0,1.0,35.02,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Asncywo,1700.0,3.0,1.0,95.0,3
Super built-up  Area,19-Jan,Mailasandra,Hanar I,999.0,2.0,1.0,43.66,2
Super built-up  Area,19-Jul,Kanakpura Road,Soazak ,1300.0,2.0,1.0,89.76,2
Super built-up  Area,Ready To Move,HRBR Layout,Srayatr,1265.0,2.0,1.0,78.0,2
Super built-up  Area,18-Mar,Bhoganhalli,Rosha I,1974.0,4.0,0.0,106.0,4
Super built-up  Area,Ready To Move,Chelekare,Goezell,1180.0,2.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Kodichikkanahalli,DiamiSa,1560.0,2.0,2.0,65.0,3
Super built-up  Area,18-Aug,Hosakerehalli,Maunt M,1085.0,2.0,1.0,41.23,2
Super built-up  Area,Ready To Move,Vijayanagar,J axyGa,1300.0,2.0,2.0,75.0,3
Super built-up  Area,Ready To Move,Marathahalli,Afncyad,1600.0,3.0,2.0,56.0,3
Super built-up  Area,Ready To Move,Kengeri Satellite Town,Malowr ,795.0,2.0,2.0,32.0,2
Built-up  Area,Ready To Move,Doopanahalli,KroneMo,1475.0,2.0,1.0,200.0,3
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,1345.0,2.0,1.0,47.0,3
Super built-up  Area,19-Sep,Kanakpura Road,Soazak ,1706.0,3.0,2.0,135.0,3
Super built-up  Area,19-Dec,Yelahanka,LedorSa,2100.0,4.0,1.0,180.0,4
Built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1260.0,3.0,3.0,63.58,3
Super built-up  Area,17-Nov,Abbigere,AdhriPa,1260.0,2.0,1.0,45.0,3
Super built-up  Area,18-Dec,Jalahalli,Vaniai ,1045.0,2.0,1.0,58.0,2
Super built-up  Area,18-May, Rachenahalli,AsNowre,412.0,1.0,0.0,19.8,1
Super built-up  Area,19-Sep,Kudlu Gate,Srods P,1113.0,2.0,1.0,50.0,2
Super built-up  Area,18-Dec,Old Airport Road,Jaades ,2774.0,4.0,3.0,208.0,4
Built-up  Area,Ready To Move,Varthur,Vaensia,1210.0,2.0,1.0,60.0,2
Super built-up  Area,18-May,Kanakpura Road,NellsKo,1155.0,2.0,1.0,55.5,2
Super built-up  Area,22-Jun,Hoodi,GoAirej,1132.0,2.0,1.0,89.0,2
Super built-up  Area,18-Jan,Hennur Road,Asadacy,1359.0,2.0,2.0,104.0,2
Built-up  Area,Ready To Move,5th Phase JP Nagar,Shenshi,600.0,1.0,1.0,30.0,1
Super built-up  Area,Ready To Move,HSR Layout,Ammesss,1009.0,2.0,2.0,56.0,2
Super built-up  Area,Ready To Move,Basavangudi,Soarkig,1800.0,3.0,2.0,195.0,3
Super built-up  Area,Ready To Move,Yelahanka,Niareum,1226.0,2.0,2.0,52.71,2
Super built-up  Area,Ready To Move,Electronic City,Prarkun,1363.0,2.0,1.0,79.0,2
Built-up  Area,Ready To Move,HSR Layout,Rocid P,2792.0,4.0,1.0,220.0,4
Super built-up  Area,Ready To Move,Kaval Byrasandra,May 2ge,1060.0,2.0,2.0,42.0,2
Built-up  Area,Ready To Move,Marathahalli,Vantsra,1200.0,2.0,1.0,67.0,2
Built-up  Area,Ready To Move,Nagappa Reddy Layout,Ablmsol,1495.0,2.0,2.0,75.0,3
Built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1440.0,2.0,2.0,170.0,2
Super built-up  Area,18-Dec,Kasavanhalli,Goaysn ,1545.0,3.0,1.0,69.0,3
Built-up  Area,Ready To Move,Kengeri,Akdorli,1470.0,3.0,3.0,50.0,3
Built-up  Area,Ready To Move,BTM Layout,Myace P,1450.0,2.0,2.0,81.0,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Eladero,1650.0,3.0,2.0,110.0,3
Super built-up  Area,Ready To Move,Chandapura,Arhid O,1095.0,2.0,2.0,32.0,3
Super built-up  Area,Ready To Move,Naganathapura,Malmsri,1143.0,2.0,1.0,62.0,2
Super built-up  Area,Ready To Move,Hebbal,Prersis,1349.0,2.0,1.0,97.8,2
Built-up  Area,Ready To Move,Anjanapura,ACopsva,1280.0,2.0,2.0,45.0,3
Super built-up  Area,18-Dec,Whitefield,Prtates,1216.0,2.0,1.0,69.06,2
Super built-up  Area,Ready To Move,Malleshwaram,PantsAp,1290.0,2.0,1.0,120.0,2
Super built-up  Area,Ready To Move,Electronic City,Elodsre,1156.0,2.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1230.0,2.0,2.0,44.0,2
Super built-up  Area,Ready To Move,Volagerekallahalli,PSterAs,1070.0,2.0,2.0,33.15,2
Super built-up  Area,18-Aug,Ramagondanahalli,ViistLa,1235.0,2.0,1.0,49.3,2
Built-up  Area,Ready To Move,6th block Koramangala,Krone S,1117.0,2.0,1.0,110.0,2
Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1724.0,3.0,2.0,124.0,3
Super built-up  Area,Ready To Move,Venkatadri Layout,Raiyai ,600.0,1.0,1.0,43.0,1
Super built-up  Area,Ready To Move,KR Puram,DSise S,1930.0,2.0,2.0,57.9,3
Super built-up  Area,18-Dec,Whitefield,Prtates,1216.0,2.0,1.0,75.0,2
Built-up  Area,Ready To Move,KR Puram,ViionMa,1452.0,3.0,3.0,60.0,3
Super built-up  Area,Ready To Move,Whitefield,Veale R,1355.0,2.0,3.0,78.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,2145.0,3.0,3.0,190.0,3
Super built-up  Area,Ready To Move,Bommanahalli,Varlsa ,957.0,2.0,1.0,53.0,2
Built-up  Area,Ready To Move,Shantiniketan Layout,Maest N,925.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,Bellandur,Grntsd ,1550.0,2.0,3.0,59.0,2
Super built-up  Area,21-Dec,Bannerghatta Road,PrarePa,1115.0,2.0,1.0,61.0,2
Super built-up  Area,Ready To Move,Yelahanka,NCowsar,1692.0,3.0,2.0,83.0,3
Super built-up  Area,Ready To Move,Hormavu,ARureig,1385.0,2.0,2.0,69.0,3
Super built-up  Area,Ready To Move,Hosa Road,Amelllu,760.0,1.0,1.0,24.9,1
Super built-up  Area,19-Dec,Electronics City Phase 1,Shitt S,1335.0,2.0,2.0,67.0,2
Super built-up  Area,Ready To Move,Bommanahalli,Kut 3or,910.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,Kanakpura Road,MGBay T,1610.0,2.0,2.0,55.0,3
Super built-up  Area,19-Mar,Hennur Road,Puachal,1341.0,2.0,1.0,75.76,2
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,1285.0,2.0,2.0,44.98,3
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2448.0,3.0,2.0,400.0,3
Super built-up  Area,18-Jul,8th Phase JP Nagar,Maian M,500.0,1.0,1.0,31.0,1
Super built-up  Area,Ready To Move,Whitefield,Vixirri,1255.0,2.0,3.0,77.0,2
Super built-up  Area,18-Dec,Hennur Road,Inaxyga,1040.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Kattigenahalli,Vehida ,1062.0,2.0,2.0,47.0,2
Super built-up  Area,19-Dec,Varthur Road,Aseenh ,805.0,2.0,0.0,19.33,2
Super built-up  Area,Ready To Move,Hosur Road,Nimesch,950.0,2.0,1.0,60.0,2
Super built-up  Area,18-May,Whitefield,Prtates,1216.0,2.0,1.0,73.0,2
Super built-up  Area,Ready To Move,HSR Layout,AdadeEs,1300.0,2.0,2.0,98.0,2
Super built-up  Area,19-Jul,Yelahanka,Goues A,1033.0,2.0,1.0,52.58,2
Super built-up  Area,19-Dec,Yelahanka,Goues A,1390.0,2.0,2.0,65.31,2
Super built-up  Area,19-Dec,Whitefield,Oreldhi,709.0,1.0,0.0,34.735,1
Super built-up  Area,18-Oct,Whitefield,ARipsul,1140.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,670.0,1.0,1.0,36.85,1
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,2171.0,4.0,2.0,111.0,4
Super built-up  Area,Ready To Move,Bannerghatta Road,Gundaa ,1136.0,2.0,1.0,48.0,2
Built-up  Area,Ready To Move,Doddakannelli,Sueesti,1477.0,2.0,2.0,80.0,3
Super built-up  Area,19-Dec,Yelahanka,Goues A,1040.0,2.0,1.0,48.86,2
Super built-up  Area,20-Dec,Varthur,Myple M,1070.0,2.0,2.0,46.0,2
Built-up  Area,Ready To Move,Electronic City Phase II,SJmesst,1253.0,2.0,1.0,65.8,2
Super built-up  Area,Ready To Move,Whitefield,Srmesun,1190.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Whitefield,Sparam ,1312.0,2.0,2.0,55.0,2
Built-up  Area,Ready To Move,KR Puram,HovasTe,750.0,2.0,0.0,40.0,2
Built-up  Area,Ready To Move,Koramangala,KHage G,1615.0,3.0,2.0,115.0,3
Super built-up  Area,Ready To Move,Whitefield,Gotis A,1745.0,3.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1220.0,2.0,1.0,44.6,2
Super built-up  Area,Ready To Move,Kempegowda Nagar,Sonumy ,1793.0,3.0,2.0,98.0,3
Super built-up  Area,Ready To Move,Yelahanka New Town,Covelrs,1385.0,2.0,3.0,65.0,2
Super built-up  Area,Ready To Move,Haralur Road,NDionas,2017.0,2.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Attibele,Jae 1hu,400.0,1.0,1.0,10.0,1
Super built-up  Area,Ready To Move,Bethel Nagar,Saaveir,960.0,2.0,1.0,33.0,2
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,1125.0,2.0,1.0,47.0,2
Super built-up  Area,Ready To Move,Akshaya Nagar,Javasi ,1551.0,2.0,2.0,60.0,3
Super built-up  Area,Ready To Move,Marathahalli,SrncyRe,1060.0,2.0,1.0,48.0,2
Super built-up  Area,Ready To Move,Bharathi Nagar,ReudePr,1384.0,2.0,2.0,59.0,2
Super built-up  Area,Ready To Move,Byagadadhenahalli,VBavaai,620.0,2.0,1.0,23.0,2
Super built-up  Area,18-Jun,Bommasandra,SSestth,1005.0,2.0,1.0,39.77,2
Super built-up  Area,Ready To Move,HSR Layout,SrisePo,2400.0,3.0,3.0,88.0,3
Super built-up  Area,Ready To Move,Whitefield,Rabow R,1096.0,2.0,1.0,39.0,2
Super built-up  Area,Ready To Move,Dollar Scheme Colony,Vacesi ,3563.0,6.0,1.0,310.0,4
Super built-up  Area,18-Mar,Bellandur,NiCodCa,1685.0,3.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Balagere,Soresea,1210.0,2.0,1.0,83.0,2
Super built-up  Area,Ready To Move,Kammasandra,DSOakil,1030.0,1.0,2.0,25.75,2
Super built-up  Area,20-Dec,Jakkur,ArndsSk,1482.0,3.0,2.0,86.0,3
Super built-up  Area,Ready To Move,Hebbal,Prersis,1344.0,2.0,1.0,108.0,2
Super built-up  Area,Ready To Move,Omarbagh Layout,SNtua S,3300.0,5.0,3.0,318.0,4
Super built-up  Area,19-Jun,Hebbal,Raard B,1320.0,3.0,3.0,226.0,3
Super built-up  Area,19-Mar,Hosa Road,Skume R,1532.0,3.0,2.0,98.13,3
Super built-up  Area,Ready To Move,JP Nagar,Maerar ,1245.0,2.0,2.0,110.0,2
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,2257.0,3.0,2.0,159.0,3
Super built-up  Area,Ready To Move,Gunjur,Akncyes,1080.0,2.0,2.0,41.0,2
Super built-up  Area,Ready To Move,Varthur,Vaensia,1360.0,2.0,3.0,85.0,3
Super built-up  Area,18-May,Electronic City Phase II,Sryalan,1400.0,2.0,2.0,40.44,3
Super built-up  Area,18-May,Electronics City Phase 1,Shitt S,1175.0,2.0,1.0,69.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1185.0,2.0,1.0,40.17,2
Super built-up  Area,Ready To Move,Aishwarya Crystal Layout,GRvasth,2250.0,3.0,1.0,113.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,S2kaaan,1178.0,2.0,2.0,40.43,2
Super built-up  Area,Ready To Move,Ulsoor,Roale D,36000.0,4.0,2.0,450.0,4
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,825.0,1.0,1.0,44.9,1
Super built-up  Area,Ready To Move,Electronics City Phase 1,Courf T,1113.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,2nd Block Jayanagar,SaignSo,1718.0,3.0,3.0,223.0,3
Super built-up  Area,Ready To Move,Gottigere,Srncyla,1010.0,2.0,1.0,35.0,2
Super built-up  Area,18-Jun,Hosur Road,PuendWe,1194.0,2.0,1.0,71.64,2
Super built-up  Area,Ready To Move,Electronic City,Prarkun,1108.0,2.0,1.0,67.15,2
Built-up  Area,Ready To Move,Hebbal,RMudeat,3895.0,2.0,1.0,451.0,4
Super built-up  Area,21-Jan,Kanakpura Road,PrarePa,700.0,2.0,1.0,34.99,2
Super built-up  Area,Ready To Move,Tumkur Road,LIandee,1250.0,2.0,2.0,33.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,1.0,49.27,2
Super built-up  Area,Ready To Move,Nayandanahalli,Rarelt ,985.0,2.0,1.0,55.0,2
Super built-up  Area,Ready To Move,Bellandur,Sronda ,982.0,2.0,2.0,55.0,2
Built-up  Area,Ready To Move,9th Phase JP Nagar,NaensGa,600.0,1.0,0.0,20.0,1
Super built-up  Area,Ready To Move,Old Madras Road,Brica E,2640.0,5.0,1.0,142.0,3
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1314.0,2.0,2.0,68.8,2
Super built-up  Area,18-May,1st Phase JP Nagar,Inntsth,1077.0,2.0,2.0,93.0,2
Super built-up  Area,Ready To Move,DUO Layout,Viockit,1643.0,3.0,2.0,75.0,3
Super built-up  Area,Ready To Move,Abbigere,SLtias ,1020.0,2.0,1.0,41.82,2
Built-up  Area,Ready To Move,Daadys Gaarden Layout,InockHo,1740.0,3.0,2.0,55.0,3
Built-up  Area,Ready To Move,Thanisandra,Pronyt ,1241.0,2.0,1.0,61.0,3
Super built-up  Area,Ready To Move,Hennur,MDncyhi,1041.0,2.0,2.0,40.6,2
Super built-up  Area,Ready To Move,Bommanahalli,Jaw 2 L,1050.0,2.0,2.0,46.0,2
Super built-up  Area,21-May,Kanakpura Road,GolusLi,1309.0,2.0,3.0,64.39,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,7 ise P,1430.0,2.0,1.0,50.0,3
Super built-up  Area,19-Dec,Old Madras Road,SheldGr,1065.0,2.0,1.0,47.86,2
Carpet  Area,18-Dec,Bhoganhalli,Rosha I,1548.0,4.0,1.0,129.0,4
Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,2302.0,4.0,2.0,300.0,4
Super built-up  Area,19-Mar,Hosa Road,Sosisic,1525.0,3.0,1.0,117.0,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,42.6,2
Built-up  Area,Ready To Move,Jigani,DLhtsan,918.0,2.0,1.0,49.0,2
Super built-up  Area,Ready To Move,Whitefield,Iseenst,1227.0,2.0,2.0,53.49,2
Super built-up  Area,18-Dec,Hebbal,Magiaya,1255.0,3.0,2.0,77.68,3
Super built-up  Area,Ready To Move,Panathur,Prcesvy,1198.0,2.0,1.0,82.0,2
Built-up  Area,Ready To Move,Nelamangala,V2gesre,2600.0,3.0,1.0,95.0,4
Super built-up  Area,Ready To Move,Pattandur Agrahara,Shvarji,797.0,2.0,1.0,32.0,2
Built-up  Area,Ready To Move,Nayandanahalli,Rarelt ,1350.0,2.0,3.0,68.0,3
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,2215.0,4.0,2.0,160.0,3
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,525.0,1.0,1.0,30.0,1
Plot  Area,Ready To Move,Ramamurthy Nagar,SVoutow,1006.0,2.0,1.0,57.0,2
Super built-up  Area,18-Aug,Electronic City,Prarkun,1128.0,2.0,1.0,65.7,2
Super built-up  Area,Ready To Move,ISRO Layout,Shhin S,1310.0,2.0,3.0,68.0,3
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1390.0,2.0,2.0,86.0,2
Super built-up  Area,Ready To Move,Electronic City,Cearuy ,1170.0,2.0,1.0,33.0,2
Super built-up  Area,Ready To Move,Gottigere,Apentir,1385.0,2.0,2.0,50.0,3
Super built-up  Area,18-May,Electronic City Phase II,Sryalan,1160.0,2.0,1.0,33.5,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1200.0,2.0,2.0,69.0,3
Super built-up  Area,Ready To Move,Mahadevpura,3Codeli,1475.0,2.0,2.0,55.0,2
Built-up  Area,20-Jul,Sarjapur  Road,NVdenic,1939.0,3.0,0.0,98.0,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,Prhna S,850.0,2.0,2.0,42.0,2
Built-up  Area,17-May,Balagere,Soresea,675.0,1.0,1.0,45.0,1
Built-up  Area,Ready To Move,Electronic City,GMown E,1060.0,2.0,1.0,51.0,2
Super built-up  Area,18-Jun,Whitefield,SSdhimr,1235.0,2.0,2.0,47.0,2
Super built-up  Area,Ready To Move,Banashankari,Ajacea ,1460.0,2.0,3.0,70.0,2
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1690.0,3.0,2.0,85.0,3
Built-up  Area,Ready To Move,Indira Nagar,GoilsDa,850.0,1.0,2.0,57.0,1
Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1843.0,3.0,2.0,82.0,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,Eladero,1680.0,3.0,2.0,117.0,3
Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1047.0,2.0,1.0,84.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Shmai D,1095.0,2.0,2.0,38.33,2
Plot  Area,Ready To Move,Bommanahalli,Duavenc,1200.0,7.0,2.0,125.0,5
Built-up  Area,Ready To Move,Hosa Road,Saowsou,1100.0,2.0,3.0,85.0,3
Super built-up  Area,Ready To Move,Uttarahalli,Baveles,1685.0,3.0,2.0,85.0,3
Built-up  Area,Ready To Move,Marathahalli,Palanla,1050.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1465.0,2.0,1.0,76.0,3
Built-up  Area,17-Dec,Electronic City,Prarkun,630.0,1.0,1.0,60.0,1
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Brngsal,1850.0,3.0,1.0,150.0,3
Built-up  Area,Ready To Move,Shikaripalya,Maenara,1350.0,3.0,1.0,60.0,3
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,Saitya ,1760.0,3.0,2.0,160.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1440.0,2.0,2.0,185.0,2
Super built-up  Area,Ready To Move,Banashankari Stage III,SrentAp,1200.0,2.0,0.0,42.0,2
Built-up  Area,Ready To Move,Hennur Bande,Matrai ,1100.0,2.0,1.0,78.0,2
Super built-up  Area,19-Aug,Hormavu,DSapete,1617.0,3.0,0.0,73.595,3
Super built-up  Area,Ready To Move,Gottigere,MBireap,1410.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1434.0,2.0,1.0,67.39,3
Super built-up  Area,Ready To Move,EPIP Zone,Ste 2al,1343.0,2.0,2.0,86.0,2
Super built-up  Area,Ready To Move,Koramangala,Proodt ,2246.0,3.0,0.0,300.0,3
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1550.0,3.0,3.0,65.11,3
Super built-up  Area,Ready To Move,Yelahanka,Apows M,1345.0,2.0,1.0,57.0,3
Super built-up  Area,Ready To Move,Electronic City Phase II,Assha A,975.0,2.0,2.0,45.0,3
Super built-up  Area,18-Aug,JP Nagar,DSvvyx ,1152.0,2.0,1.0,34.56,2
Super built-up  Area,Ready To Move,Richards Town,PriumMi,1800.0,3.0,0.0,230.0,3
Super built-up  Area,18-Mar,Kadugodi,Alestrb,1762.0,3.0,3.0,112.0,3
Built-up  Area,Ready To Move,Kengeri Satellite Town,Mameser,560.0,2.0,1.0,16.6,2
Super built-up  Area,Ready To Move,Electronic City,DSgmax ,1410.0,2.0,2.0,38.0,3
Super built-up  Area,19-Dec,Thanisandra,DSity S,1853.0,3.0,1.0,64.86,3
Super built-up  Area,18-Jan,Hebbal,Prersis,1138.0,2.0,1.0,110.0,2
Built-up  Area,Ready To Move,Sarjapur  Road,Adntsra,2556.0,3.0,2.0,169.0,3
Super built-up  Area,19-Jun,Whitefield,VaiteEx,1870.0,3.0,2.0,138.0,3
Super built-up  Area,18-May,Panathur,Prcesvy,1199.0,2.0,1.0,86.0,2
Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1047.0,2.0,1.0,83.0,2
Super built-up  Area,18-Jan,Kengeri Satellite Town,V6estde,1302.0,2.0,0.0,44.285,2
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1645.0,3.0,1.0,100.0,3
Super built-up  Area,18-Apr,Hosur Road,PuendWe,1766.0,3.0,1.0,130.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1221.0,3.0,3.0,52.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,1278.0,2.0,2.0,90.0,2
Super built-up  Area,Ready To Move,Kodichikkanahalli,PentyVB,1025.0,2.0,2.0,66.0,2
Super built-up  Area,18-Aug,Whitefield,SSdhimr,1175.0,2.0,1.0,39.0,2
Super built-up  Area,19-Jul,Sarjapur  Road,Sasta S,975.0,2.0,0.0,28.275,2
Super built-up  Area,18-Apr,Sarjapur,SNityVe,625.0,1.0,1.0,19.0,1
Super built-up  Area,Ready To Move,Ananth Nagar,Patri M,937.0,2.0,1.0,35.0,2
Super built-up  Area,Ready To Move,JP Nagar,Brine J,750.0,1.0,1.0,52.5,1
Built-up  Area,Ready To Move,Shampura,Koillph,1475.0,3.0,3.0,78.0,3
Plot  Area,Ready To Move,Mysore Road,SrageGl,900.0,2.0,0.0,65.0,2
Super built-up  Area,Ready To Move,Electronic City Phase II,MJtroty,1116.0,2.0,2.0,37.0,2
Super built-up  Area,Ready To Move,Bhoganhalli,Pride S,1760.0,3.0,2.0,127.0,3
Plot  Area,Ready To Move,Whitefield,Chllea ,4400.0,5.0,3.0,525.0,4
Super built-up  Area,Ready To Move,Sahakara Nagar,HoAcela,1914.0,3.0,3.0,179.0,3
Super built-up  Area,Ready To Move,Budigere,PrityTr,1820.0,3.0,2.0,85.5,3
Built-up  Area,Ready To Move,Kalena Agrahara,Rahidhi,1565.0,3.0,2.0,78.0,3
Super built-up  Area,Ready To Move,Begur Road,Nihtsur,1334.0,2.0,3.0,42.69,2
Super built-up  Area,Ready To Move,Jigani,DLhtsan,914.0,2.0,2.0,49.0,2
Super built-up  Area,18-Mar,Yelahanka,Miitat ,2145.0,3.0,3.0,125.0,3
Super built-up  Area,Ready To Move,Marathahalli,PueraRi,3940.0,4.0,3.0,220.0,4
Super built-up  Area,Ready To Move,Ulsoor,Rilor C,1255.0,2.0,3.0,120.0,2
Super built-up  Area,20-Jul,Langford Gardens,Soond R,2777.0,5.0,2.0,650.0,3
Super built-up  Area,Ready To Move,Bommasandra,Heatee ,1014.0,2.0,1.0,35.0,2
Super built-up  Area,Ready To Move,Attibele,Inenshe,695.0,1.0,1.0,25.0,2
Plot  Area,Ready To Move,Prithvi Layout,Prigh L,2273.0,4.0,3.0,220.0,3
Super built-up  Area,20-Aug,Begur Road,Pruthg ,2400.0,4.0,2.0,152.0,4
Super built-up  Area,Ready To Move,Attibele,Inenshe,850.0,1.0,1.0,25.0,2
Super built-up  Area,Ready To Move,Banashankari,Koestpt,1200.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Hoodi,Keers S,1769.0,3.0,3.0,96.87,3
Carpet  Area,18-Dec,Bhoganhalli,Rosha I,1554.0,4.0,1.0,131.0,4
Super built-up  Area,Ready To Move,Mallasandra,Shbhi S,905.0,2.0,1.0,40.0,2
Super built-up  Area,Ready To Move,Marathahalli,Palanla,1435.0,3.0,1.0,73.0,3
Super built-up  Area,22-May,Jakkur,SoineC ,3405.0,6.0,3.0,400.0,4
Built-up  Area,Ready To Move,Kodihalli,KAMESRI,1620.0,3.0,2.0,130.0,3
Super built-up  Area,Ready To Move,Electronic City,GMown E,1025.0,2.0,1.0,49.0,2
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1430.0,2.0,3.0,54.5,3
Super built-up  Area,Ready To Move,Panathur,Diensso,1235.0,2.0,3.0,65.0,2
Super built-up  Area,Ready To Move,Electronics City Phase 1,NianaBr,1291.0,2.0,3.0,32.0,3
Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1498.0,3.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,2180.0,3.0,2.0,240.0,3
Super built-up  Area,Ready To Move,AECS Layout,CMhamai,1123.0,2.0,2.0,64.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GRvanun,1235.0,2.0,1.0,75.0,2
Super built-up  Area,18-Nov,Sarjapur  Road,AsastDe,984.0,2.0,1.0,45.91,2
Super built-up  Area,Ready To Move,Sarjapur  Road,PuineSu,1305.0,2.0,1.0,99.0,2
Super built-up  Area,19-Jun,Hebbal,Raard B,2790.0,5.0,3.0,204.0,4
Super built-up  Area,Ready To Move,Old Madras Road,Brglede,2010.0,3.0,2.0,125.0,4
Built-up  Area,Ready To Move,Varthur Road,VRdelit,1277.0,2.0,2.0,59.0,2
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1265.0,2.0,3.0,67.0,2
Super built-up  Area,Ready To Move,Shikaripalya,ALtonea,1442.0,3.0,2.0,56.24,3
Super built-up  Area,Ready To Move,Ardendale,AWharde,1224.0,2.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Richmond Town,APusenc,1233.0,2.0,3.0,100.0,2
Super built-up  Area,Ready To Move,Electronic City,Goty  E,1449.0,3.0,2.0,90.0,3
Super built-up  Area,Ready To Move,Yelenahalli,Nisisn ,1090.0,2.0,1.0,54.0,2
Super built-up  Area,Ready To Move,JP Nagar,Srncyya,1200.0,2.0,3.0,78.0,2
Super built-up  Area,Ready To Move,BTM 2nd Stage,Vincyat,1000.0,2.0,2.0,58.0,2
Plot  Area,18-Oct,Devanahalli,Amais V,2400.0,5.0,2.0,190.0,4
Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,1732.0,3.0,1.0,85.73,3
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1290.0,2.0,2.0,80.0,2
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,1917.0,4.0,2.0,100.0,3
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,NaaveEn,1100.0,2.0,2.0,57.0,2
Super built-up  Area,Ready To Move, Devarachikkanahalli,Shireru,1425.0,2.0,2.0,65.0,3
